ID	Stream	Lat	Lon	Elev	Sub	Well	N	logN	logNcen	logNcen2	P	date_begin	date_end	HerbBA	HerbBSub	Cover	Light	Vx	Width	R	NPP	Chl	logChl	GPP	AmbNH4	AmbNO3	AmbPO4	SR	AbunR	ER1	HR1	SA	AbunA	EA1	HA1
MM	Mammoth Creek	37.63050	118.99495	2460	42	2	1.00E-02	-2.00	1.54	2.37	6.25E-04	7/24/06	9/3/06	0.0000	0.0000	0.46 	34	0.12	3.3	0.0194	0.0009	0.4000	-0.3979	0.0203	5.570	1.770	1.550	90	820346	0.70	2.75	28	1190457	0.41	1.36
MM	Mammoth Creek	37.63050	118.99495	2460	42	5	1.00E+00	0.00	3.54	12.52	6.25E-02	7/24/06	9/3/06	0.0000	0.0000	0.46 	28	0.12	3.3	0.0231	0.0127	1.2161	0.0850	0.0359	5.570	1.770	1.550	90	820346	0.70	2.75	17	8577714	0.33	0.93
PA	Parker Creek	37.85765	119.12563	2281	25	3	0.00E+00	-6.00	-2.46	6.06	0.00E+00	7/26/06	9/7/06	0.0000	0.0003	0.58 	17	0.35	1.6	0.0240	-0.0185	0.0141	-1.8495	0.0055	0.299	1.040	0.248	54	125835	0.62	2.14	8	200000	0.37	0.77
PA	Parker Creek	37.85765	119.12563	2281	25	4	1.00E-06	-5.70	-2.16	4.67	6.25E-08	7/26/06	9/7/06	0.0000	0.0003	0.58 	16	0.35	1.6	0.0247	-0.0227	0.0330	-1.4816	0.0020	0.299	1.040	0.248	54	125835	0.62	2.14	13	468792	0.35	0.90
PA	Parker Creek	37.85765	119.12563	2281	25	5	1.00E-04	-4.00	-0.46	0.21	6.25E-06	7/26/06	9/7/06	0.0000	0.0003	0.58 	15	0.35	1.6	0.0282	-0.0184	0.0189	-1.7246	0.0098	0.299	1.040	0.248	54	125835	0.62	2.14	21	205742	0.36	1.10
PA	Parker Creek	37.85765	119.12563	2281	25	1	1.00E-02	-2.00	1.54	2.37	6.25E-04	7/26/06	9/7/06	0.0000	0.0003	0.58 	14	0.35	1.6	0.0237	-0.0088	0.0377	-1.4236	0.0149	0.299	1.040	0.248	54	125835	0.62	2.14	11	1396181	0.13	0.32
PA	Parker Creek	37.85765	119.12563	2281	25	2	1.00E+00	0.00	3.54	12.52	6.25E-02	7/26/06	9/7/06	0.0003	0.0003	0.58 	13	0.35	1.6	0.0266	-0.0078	0.0047	-2.3267	0.0019	0.299	1.040	0.248	54	125835	0.62	2.14	7	498726	0.74	1.43
PA	Parker Creek	37.85765	119.12563	2281	38	3	0.00E+00	-6.00	-2.46	6.06	0.00E+00	7/26/06	9/7/06	0.0000	0.0174	0.67 	12	0.50	1.6	0.0287	-0.0200	0.0566	-1.2475	0.0087	0.299	1.040	0.248	54	125835	0.62	2.14	30	126769	0.54	1.83
PA	Parker Creek	37.85765	119.12563	2281	38	1	1.00E-06	-5.70	-2.16	4.67	6.25E-08	7/26/06	9/7/06	0.0006	0.0174	0.67 	8	0.50	1.6	0.0298	-0.0199	0.1273	-0.8953	0.0099	0.299	1.040	0.248	54	125835	0.62	2.14	22	1596187	0.40	1.25
PA	Parker Creek	37.85765	119.12563	2281	38	5	1.00E-04	-4.00	-0.46	0.21	6.25E-06	7/26/06	9/7/06	0.0000	0.0174	0.67 	11	0.50	1.6	0.0275	-0.0197	0.0566	-1.2475	0.0078	0.299	1.040	0.248	54	125835	0.62	2.14	16	112744	0.55	1.54
PA	Parker Creek	37.85765	119.12563	2281	38	2	1.00E+00	0.00	3.54	12.52	6.25E-02	7/26/06	9/7/06	0.0000	0.0174	0.67 	11	0.50	1.6	0.0295	-0.0198	0.0754	-1.1225	0.0096	0.299	1.040	0.248	54	125835	0.62	2.14	21	568801	0.35	1.06
RC	Robinson Creek	38.19058	119.32080	2166	29	3	0.00E+00	-6.00	-2.46	6.06	0.00E+00	7/25/06	9/4/06	0.0000	0.0000	0.27 	33	0.26	15.8	0.0172	-0.0017	0.0754	-1.1225	0.0155	9.560	2.210	1.980	67	566193	0.58	2.05	32	215935	0.64	2.22
RC	Robinson Creek	38.19058	119.32080	2166	29	2	1.00E-06	-5.70	-2.16	4.67	6.25E-08	7/25/06	9/4/06	0.0000	0.0000	0.27 	32	0.26	15.8	0.0180	-0.0069	0.0141	-1.8495	0.0111	9.560	2.210	1.980	67	566193	0.58	2.05	19	66885	0.61	1.80
RC	Robinson Creek	38.19058	119.32080	2166	29	1	1.00E-04	-4.00	-0.46	0.21	6.25E-06	7/25/06	9/4/06	0.0000	0.0000	0.27 	33	0.26	15.8	0.0142	-0.0065	0.0236	-1.6277	0.0077	9.560	2.210	1.980	67	566193	0.58	2.05	18	220387	0.55	1.59
RC	Robinson Creek	38.19058	119.32080	2166	29	4	1.00E-02	-2.00	1.54	2.37	6.25E-04	7/25/06	9/4/06	0.0000	0.0000	0.27 	29	0.26	15.8	0.0176	-0.0051	0.1131	-0.9465	0.0125	9.560	2.210	1.980	67	566193	0.58	2.05	46	1086011	0.47	1.81
RC	Robinson Creek	38.19058	119.32080	2166	29	5	1.00E+00	0.00	3.54	12.52	6.25E-02	7/25/06	9/4/06	0.0000	0.0000	0.27 	29	0.26	15.8	0.0182	0.0065	0.3394	-0.4693	0.0247	9.560	2.210	1.980	67	566193	0.58	2.05	33	1892547	0.45	1.59
RU	Rush Creek	37.90773	119.09563	2074	43	5	0.00E+00	-6.00	-2.46	6.06	0.00E+00	7/26/06	9/3/06	0.0000	0.0465	0.00 	1248	40.80	3.4	0.0136	0.0059	0.0566	-1.2475	0.0196	0.259	1.140	0.448	38	568698	0.61	2.08	15	116563	0.72	1.95
RU	Rush Creek	37.90773	119.09563	2074	43	4	1.00E-06	-5.70	-2.16	4.67	6.25E-08	7/26/06	9/3/06	0.0000	0.0465	0.00 	1205	40.80	3.4	0.0037	0.0021	0.0330	-1.4816	0.0058	0.259	1.140	0.448	38	568698	0.61	2.08	18	123573	0.64	1.85
RU	Rush Creek	37.90773	119.09563	2074	43	3	1.00E-04	-4.00	-0.46	0.21	6.25E-06	7/26/06	9/3/06	0.0000	0.0465	0.00 	1278	40.80	3.4	0.0109	0.0011	0.0754	-1.1225	0.0121	0.259	1.140	0.448	38	568698	0.61	2.08	23	96190	0.57	1.79
RU	Rush Creek	37.90773	119.09563	2074	43	1	1.00E-02	-2.00	1.54	2.37	6.25E-04	7/26/06	9/3/06	0.0000	0.0465	0.00 	1251	40.80	3.4	0.0047	0.0072	0.0236	-1.6277	0.0118	0.259	1.140	0.448	38	568698	0.61	2.08	24	243321	0.53	1.68
RU	Rush Creek	37.90773	119.09563	2074	43	2	1.00E+00	0.00	3.54	12.52	6.25E-02	7/26/06	9/3/06	0.0000	0.0465	0.00 	1243	40.80	3.4	0.0120	0.0083	0.0330	-1.4816	0.0203	0.259	1.140	0.448	38	568698	0.61	2.08	12	205098	0.59	1.48
SW	Swauger Creek	38.35168	119.33717	2285	13	2	0.00E+00	-6.00	-2.46	6.06	0.00E+00	7/25/06	9/4/06	0.0000	0.0073	0.00 	31	64.20	1.6	0.0465	-0.0030	0.0094	-2.0256	0.0435	19.210	4.120	5.040	63	1925002	0.42	1.53	20	285362	0.44	1.31
SW	Swauger Creek	38.35168	119.33717	2285	13	3	1.00E-06	-5.70	-2.16	4.67	6.25E-08	7/25/06	9/4/06	0.0000	0.0073	0.00 	40	64.20	1.6	0.0443	0.0086	0.0189	-1.7246	0.0529	19.210	4.120	5.040	63	1925002	0.42	1.53	14	528029	0.43	1.14
SW	Swauger Creek	38.35168	119.33717	2285	13	4	1.00E-04	-4.00	-0.46	0.21	6.25E-06	7/25/06	9/4/06	0.0000	0.0073	0.00 	31	64.20	1.6	0.0445	0.0119	0.0377	-1.4236	0.0564	19.210	4.120	5.040	63	1925002	0.42	1.53	19	432490	0.42	1.24
SW	Swauger Creek	38.35168	119.33717	2285	13	5	1.00E-02	-2.00	1.54	2.37	6.25E-04	7/25/06	9/4/06	0.0000	0.0073	0.00 	36	64.20	1.6	0.0434	0.0110	0.0236	-1.6277	0.0544	19.210	4.120	5.040	63	1925002	0.42	1.53	11	500002	0.33	0.79
SW	Swauger Creek	38.35168	119.33717	2285	13	1	1.00E+00	0.00	3.54	12.52	6.25E-02	7/25/06	9/4/06	0.0000	0.0073	0.00 	30	64.20	1.6	0.0466	0.0061	0.0189	-1.7246	0.0527	19.210	4.120	5.040	63	1925002	0.42	1.53	9	192361	0.38	0.83
SW	Swauger Creek	38.35168	119.33717	2285	32	3	0.00E+00	-6.00	-2.46	6.06	0.00E+00	7/25/06	9/4/06	0.0000	0.0172	0.00 	30	15.40	1.6	0.0409	0.0125	0.0236	-1.6277	0.0534	19.210	4.120	5.040	63	1925002	0.42	1.53	33	380278	0.29	1.03
SW	Swauger Creek	38.35168	119.33717	2285	32	5	1.00E-06	-5.70	-2.16	4.67	6.25E-08	7/25/06	9/4/06	0.0000	0.0172	0.00 	35	15.40	1.6	0.0383	0.0347	0.0896	-1.0479	0.0730	19.210	4.120	5.040	63	1925002	0.42	1.53	20	875169	0.56	1.67
SW	Swauger Creek	38.35168	119.33717	2285	32	4	1.00E-04	-4.00	-0.46	0.21	6.25E-06	7/25/06	9/4/06	0.0000	0.0172	0.00 	36	15.40	1.6	0.0405	0.0138	0.0141	-1.8495	0.0054	19.210	4.120	5.040	63	1925002	0.42	1.53	19	802558	0.21	0.60
SW	Swauger Creek	38.35168	119.33717	2285	32	2	1.00E-02	-2.00	1.54	2.37	6.25E-04	7/25/06	9/4/06	0.0000	0.0172	0.00 	33	15.40	1.6	0.0401	0.0091	0.2121	-0.6735	0.0492	19.210	4.120	5.040	63	1925002	0.42	1.53	29	1619126	0.10	0.33
SW	Swauger Creek	38.35168	119.33717	2285	32	1	1.00E+00	0.00	3.54	12.52	6.25E-02	7/25/06	9/4/06	0.0000	0.0172	0.00 	28	15.40	1.6	0.0385	0.0076	0.1225	-0.9117	0.0461	19.210	4.120	5.040	63	1925002	0.42	1.53	20	1323579	0.19	0.56
UO	Upper Owens 	38.74898	118.91652	2153	62	4	0.00E+00	-6.00	-2.46	6.06	0.00E+00	7/28/06	9/8/06	0.0067	0.0269	0.27 	723	0.43	9.1	0.0204	0.0112	0.1603	-0.7952	0.0315	0.361	14.990	12.820	68	1514846	0.66	2.54	24	3296820	0.36	1.15
UO	Upper Owens 	38.74898	118.91652	2153	62	1	1.00E-04	-4.00	-0.46	0.21	6.25E-06	7/28/06	9/8/06	0.0000	0.0269	0.27 	880	0.43	9.1	0.0195	0.0089	1.1029	0.0425	0.0984	0.361	14.990	12.820	68	1514846	0.66	2.54	25	4221026	0.46	1.47
UO	Upper Owens 	38.74898	118.91652	2153	62	3	1.00E+00	0.00	3.54	12.52	6.25E-02	7/28/06	9/8/06	0.0067	0.0269	0.27 	481	0.43	9.1	0.0217	0.0067	0.0141	-1.8495	0.0283	0.361	14.990	12.820	68	1514846	0.66	2.54	11	175796	0.65	1.56
UO	Upper Owens 	38.74898	118.91652	2153	74	4	0.00E+00	-6.00	-2.46	6.06	0.00E+00	7/28/06	9/8/06	0.0043	0.0342	0.29 	803	0.71	9.1	0.0188	-0.0017	0.1885	-0.7246	0.0298	0.361	14.990	12.820	68	1514846	0.66	2.54	15	5110193	0.48	1.29
UO	Upper Owens 	38.74898	118.91652	2153	74	1	1.00E-06	-5.70	-2.16	4.67	6.25E-08	7/28/06	9/8/06	0.0000	0.0342	0.29 	766	0.71	9.1	0.0210	0.0073	0.0566	-1.2475	0.0283	0.361	14.990	12.820	68	1514846	0.66	2.54	33	3519759	0.43	1.49
UO	Upper Owens 	38.74898	118.91652	2153	74	3	1.00E-04	-4.00	-0.46	0.21	6.25E-06	7/28/06	9/8/06	0.0000	0.0342	0.29 	888	0.71	9.1	0.0177	0.0091	0.0330	-1.4816	0.0268	0.361	14.990	12.820	68	1514846	0.66	2.54	21	1531216	0.51	1.55
UO	Upper Owens 	38.74898	118.91652	2153	74	2	1.00E+00	0.00	3.54	12.52	6.25E-02	7/28/06	9/8/06	0.0000	0.0342	0.29 	856	0.71	9.1	0.0198	0.0095	0.0330	-1.4816	0.0293	0.361	14.990	12.820	68	1514846	0.66	2.54	12	100639	0.57	1.42
VC	Virginia Creek	38.07753	119.20322	2637	47	4	1.00E-06	-5.70	-2.16	4.67	6.25E-08	7/27/06	9/4/06	0.0256	0.0256	0.75 	12	0.40	4.5	0.0204	-0.0019	0.0896	-1.0479	0.0185	8.470	4.770	1.770	66	1039251	0.63	2.14	15	457965	0.54	1.45
VC	Virginia Creek	38.07753	119.20322	2637	47	3	1.00E-02	-2.00	1.54	2.37	6.25E-04	7/27/06	9/4/06	0.0000	0.0256	0.75 	11	0.40	4.5	0.0197	-0.0026	0.4808	-0.3181	0.0183	8.470	4.770	1.770	66	1039251	0.63	2.14	29	2708287	0.40	1.36
VC	Virginia Creek	38.07753	119.20322	2637	47	5	1.00E+00	0.00	3.54	12.52	6.25E-02	7/27/06	9/4/06	0.0154	0.0256	0.75 	11	0.40	4.5	0.0199	-0.0018	0.2734	-0.5632	0.0180	8.470	4.770	1.770	66	1039251	0.63	2.14	17	250962	0.44	1.24
																																			
																																			
